system,facility,carrier,code,code_type,setting,billing_class,hospital_plan,payer_plan,expected_cause,labelled_by,labelled_on,note,hospital_rate,payer_rate,payer_min,payer_max,payer_count,inside_payer_range,ratio,relative_difference,hospital_vintage,payer_vintage,vintage_gap_days,notes,triage_rule
Northwell,North Shore University Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,North Shore University Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Northern Westchester Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Northern Westchester Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Peconic Bay Medical Center,Cigna,93656,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,3280,32198.5,26547,38793,3,False,9.81661585365853,8.81661585365853,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
Northwell,Peconic Bay Medical Center,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Peconic Bay Medical Center,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Phelps Hospital,Aetna,897,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3128,30706.4,28957.6,30706.4,5,False,9.81662404092071,8.81662404092071,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Phelps Hospital,Aetna,897,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3128,30706.4,28957.6,30706.4,5,False,9.81662404092071,8.81662404092071,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Phelps Hospital,UnitedHealthcare,97597,CPT,outpatient,,Oxford PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Phelps Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Plainview Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Plainview Hospital,Cigna,86880,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,118.38,12.485,10.89,12.485,3,False,0.105465450244973,8.48177813376051,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Plainview Hospital,UnitedHealthcare,97597,CPT,outpatient,,United PPO,ChoiceEPO50; NationalPPO; POSChoicePlus,units_or_methodology,Erjon,2026-09-24,,467.03,2932,2932,2932,3,False,6.27796929533434,5.27796929533434,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,South Shore University Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Staten Island University Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Staten Island University Hospital,Cigna,945,MS-DRG,inpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,4699,46581.885,38662.35,55871.94,3,False,9.91314854224303,8.91314854224303,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
Northwell,Syosset Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Zucker Hillside Hospital Hospital,Aetna,897,MS-DRG,inpatient,,Aetna Meritain PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Zucker Hillside Hospital Hospital,Aetna,897,MS-DRG,inpatient,,Aetna PPO,Epo; NY; OpenAccessElectChoice; OpenAccessManagedChoice; Ppo,units_or_methodology,Erjon,2026-09-24,,3107,30706.4,28957.6,30706.4,5,False,9.88297392983585,8.88297392983585,2026-03-31,2026-06-05,66,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
Northwell,Zucker Hillside Hospital Hospital,Cigna,85652,CPT,outpatient,,Cigna PPO,LocalPlus; NationalOAP; NationalPPO,units_or_methodology,Erjon,2026-09-24,,61.47,6.46,5.795,6.46,3,False,0.105091914755165,8.51547987616099,2026-03-31,2026-08-01,123,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,114,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,DRG ratios fluctuate 1.24x to 1.48x rather than a flat offset; both filings look right and describe the same contract with different weight tables or vintages,33803.33,42988.87,38690.39,42988.87,3,False,1.27173476695935,0.271734766959349,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,122,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,19396.67,24967.22,22470.74,24967.22,3,False,1.2871910487728,0.287191048772805,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,143,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,94415.41,119040.72,107137.77,119040.72,3,False,1.26081875829379,0.260818758293799,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,257,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,25504.77,34702.47,31232.55,34702.47,3,False,1.36062665924844,0.360626659248446,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,258,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,80223.22,99833.94,89851.49,99833.94,3,False,1.2444519180357,0.2444519180357,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,259,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,50260.33,64248.18,57823.97,64248.18,3,False,1.27830796176626,0.278307961766267,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,263,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,76691.61,97142.77,87429.41,97142.77,3,False,1.26666750117776,0.266667501177769,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,279,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,91627.3,114586.15,103128.61,114586.15,3,False,1.25056778929423,0.250567789294238,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,325,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,81841.75,102004.04,91804.6,102004.04,3,False,1.24635702437936,0.246357024379366,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,411,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,78250.09,104955.75,94461.17,104955.75,3,False,1.34128599724294,0.341285997242942,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,498,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,72196.32,95852.79,86268.41,95852.79,3,False,1.32766864017445,0.327668640174457,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,499,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,33194.24,64016.24,57615.22,64016.24,3,False,1.92853458913353,0.928534589133536,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
White Plains,White Plains Hospital,Cigna,508,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,36906,48117.03,43305.78,48117.03,3,False,1.30377255730775,0.303772557307754,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,547,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,21338.34,26568.58,23911.98,26568.58,3,False,1.24510997575256,0.245109975752565,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,618,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,35602.02,45063.65,40557.71,45063.65,3,False,1.26576104389582,0.265761043895824,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,624,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,28684.65,39776.62,35799.33,39776.62,3,False,1.38668660764555,0.386686607645552,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
White Plains,White Plains Hospital,Cigna,642,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,35490.5,45184.38,40666.37,45184.38,3,False,1.27314013609275,0.273140136092757,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,714,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,26868.8,33596.77,30237.41,33596.77,3,False,1.25040083665813,0.250400836658131,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,750,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,36874.54,46890.59,42201.98,46890.59,3,False,1.27162508332307,0.271625083323073,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,769,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,39734.14,53690.02,48321.52,53690.02,3,False,1.35123145989821,0.351231459898213,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,783,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,52673.83,78005.89,70206.04,78005.89,3,False,1.48092306938758,0.480923069387587,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,unexplained
White Plains,White Plains Hospital,Cigna,801,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,46946.05,60651.48,54586.9,60651.48,3,False,1.29194000347207,0.29194000347207,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,804,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,31612.88,43084.19,38776.18,43084.19,3,False,1.36286823598482,0.362868235984826,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,886,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,51369.85,65938.51,59345.28,65938.51,3,False,1.28360331984617,0.283603319846174,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
White Plains,White Plains Hospital,Cigna,939,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,genuine_disagreement,Erjon,2026-09-24,,90757.98,115288.33,103760.59,115288.33,3,False,1.27028312000773,0.270283120007739,2026-04-01,2026-08-01,,hospital billing class unstated; assumed facility because this system publishes no professional rates,systematic_offset
